Indicator Category,Indicator,Year,Gender,Race/ Ethnicity,Value,Place
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Native American,5.5,"Phoenix, AZ"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Native American,6.8,"Phoenix, AZ"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Native American,5.4,"Phoenix, AZ"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,10.2,"Phoenix, AZ"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,10,"Phoenix, AZ"
Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,9.9,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Male,All,7.2,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Female,All,3,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,All,18.8,"Washington, DC"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,All,5.1,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Male,All,6.9,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Female,All,3.2,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,All,5,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Male,All,8.2,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Female,All,5.1,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,All,6.6,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,Asian/PI,0,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Asian/PI,2.1,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,Asian/PI,0,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,Black,1.6,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,Hispanic,15.5,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Black,2.4,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,Black,4.1,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,Hispanic,3.2,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Hispanic,2.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,Hispanic,2.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,Multiracial,0,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Multiracial,1.7,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,Multiracial,0,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,Native American,12.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Native American,12.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,Native American,0,"Phoenix, AZ"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,All,10.6,"Washington, DC"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,Other,0.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2013,Both,White,6.9,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2012,Both,White,7.3,"Phoenix, AZ"
Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",2011,Both,White,11.2,"Phoenix, AZ"
Demographics,Percent 18+ High School Graduates,2012,Both,All,80.2,"Phoenix, AZ"
Demographics,Percent 18+ High School Graduates,2013,Both,All,80.6,"Phoenix, AZ"
Demographics,Percent Below 200% Poverty Level,2012,Both,All,47.4,"Phoenix, AZ"
Demographics,Percent Below 200% Poverty Level,2013,Both,All,46.5,"Phoenix, AZ"
Demographics,Percent Foreign Born,2013,Both,All,19.8,"Phoenix, AZ"
Demographics,Percent Foreign Born,2012,Both,All,20.5,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Both,All,0.2,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Male,All,66,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Female,All,76.5,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2014,Male,All,0.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2014,Female,All,0.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2014,Both,All,0.2,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2013,Both,All,0.2,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Male,All,0.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Female,All,71.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Both,All,71.8,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Both,Black,60.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2013,Both,Black,76.9,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Both,Black,92.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Both,Hispanic,50,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2013,Both,Hispanic,61.4,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Both,Hispanic,47.6,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2011,Both,White,75.5,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2013,Both,White,73.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,2012,Both,White,67.1,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Male,All,25.3,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Female,All,23.7,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Both,All,24.5,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,Hispanic,11.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Male,All,26.1,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Female,All,24.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Both,All,25.4,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2011,Male,All,25.8,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2011,Both,All,25.2,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2011,Female,All,24.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Both,Black,32.5,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Both,Black,37,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Both,Hispanic,34.1,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Both,Hispanic,33.8,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2011,Both,Hispanic,35.4,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Both,White,20.3,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2012,Both,White,22.1,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2011,Both,White,21.5,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,15.3,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2014,Both,Hispanic,18.5,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Male,All,21.4,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Female,All,9.5,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,23.7,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,12.7,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,18.2,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Hispanic,17.6,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Hispanic,22.7,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,White,14.7,"Phoenix, AZ"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,17.9,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2012,Male,All,20.3,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2012,Female,All,16.7,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2014,Male,All,19.5,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2014,Female,All,11.7,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,All,16.6,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,All,18.5,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2014,Both,All,15.5,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2013,Male,All,19.8,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2013,Female,All,13.6,"Phoenix, AZ"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,White,22.2,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Male,All,54.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Female,All,47.9,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,All,51.2,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,54.8,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,50.3,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,52.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,Black,38.3,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,Hispanic,47.1,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Hispanic,41.4,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,White,55.6,"Phoenix, AZ"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,57.2,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2011,Male,All,29.5,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2011,Female,All,36,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2014,Male,All,2.2,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2014,Female,All,3.1,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2014,Both,All,5.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Male,All,3.5,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Female,All,4.9,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Both,All,8.4,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2012,Male,All,29.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2012,Female,All,3.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2012,Both,All,5.6,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2011,Both,All,32.8,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Both,Black,20.3,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Both,Hispanic,28.4,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2012,Both,Hispanic,21.7,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2011,Both,Hispanic,24.9,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2013,Both,White,36.4,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,6.1,"Portland (Multnomah County), OR"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2012,Both,White,34.4,"Phoenix, AZ"
Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,2011,Both,White,34.3,"Phoenix, AZ"
Demographics,Percent of Children Living in Poverty,2013,Both,All,35.7,"Phoenix, AZ"
Demographics,Percent of Children Living in Poverty,2012,Both,All,38,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,2.8,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,2.7,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,5.4,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Male,All,3.5,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,3.3,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,6.8,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Male,All,3.3,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Female,All,3.2,"Phoenix, AZ"
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,All,6.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,7.4,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,All,7.6,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,9.3,"Phoenix, AZ"
Demographics,Race/Ethnicity,2014,Both,Asian/PI,6.8,"Portland (Multnomah County), OR"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,6.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,9.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Asian/PI,9.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,9.3,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Black,12.2,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.6,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.7,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Hispanic,7.2,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Native American,7.4,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Native American,6.1,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Native American,5.8,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Native American,6.3,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,9.2,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,16.1,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,14.5,"Phoenix, AZ"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Other,8.6,"Phoenix, AZ"
